gene_id	uniprot_accession	Gene.Ontology.IDs
g6288	Q8BGT0	GO:0005765; GO:0005829; GO:0030316; GO:0030321; GO:0034707
g6282	Q9Z2A5	GO:0004057; GO:0005634; GO:0005737; GO:0006511; GO:0010498
g6283	O95260	GO:0004057; GO:0005634; GO:0005737; GO:0006511; GO:0006979; GO:0010498; GO:0016598
g7883	Q8CHP8	GO:0000121; GO:0000287; GO:0004725; GO:0005737; GO:0006114; GO:0006650; GO:0008967; GO:0043136; GO:0043262; GO:0045721
g7885	Q9VBW3	GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005886; GO:0006468; GO:0007030; GO:0007156; GO:0016339; GO:0042060; GO:0043235; GO:0045177; GO:0045792; GO:0051897; GO:0090303
g7889	NA	NA
g19216	Q8IW41	GO:0002039; GO:0004674; GO:0004683; GO:0004708; GO:0005516; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006417; GO:0007165; GO:0007265; GO:0009931; GO:0032007; GO:0032156; GO:0032212; GO:0032991; GO:0046777; GO:0051019; GO:0051973; GO:0060999; GO:0090398; GO:0090400; GO:0106310; GO:1901796; GO:1904355
g22190	Q8N475	GO:0005509; GO:0005576; GO:0030154; GO:0030510
g23823	B0S5D5	GO:0000139; GO:0005783; GO:0005789; GO:0005794; GO:0006612; GO:0018230; GO:0019706; GO:1900226
g23821	Q5RF15	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0046872; GO:0106310
g24043	P81274	GO:0000132; GO:0000166; GO:0001965; GO:0005092; GO:0005737; GO:0005813; GO:0005829; GO:0005938; GO:0007052; GO:0007186; GO:0016328; GO:0019904; GO:0032991; GO:0042802; GO:0051301; GO:0051661; GO:0060236; GO:0070840; GO:0097431; GO:0097575; GO:0099738; GO:1904778; GO:1905832
g9078	Q5T6F2	GO:0000932; GO:0003723; GO:0005634; GO:0005694; GO:0005737; GO:0010468; GO:0045296
g19134	Q0EEE2	GO:0005783; GO:0005789; GO:0005886; GO:0016020; GO:0097225
g21404	P98173	GO:0005615; GO:0019732; GO:0030246; GO:0061844; GO:1905035
g21405	Q8WZA1	GO:0000139; GO:0006493; GO:0007605; GO:0008375; GO:0010467; GO:0016020; GO:0016266; GO:0021542; GO:0030145; GO:0030246; GO:0035269; GO:0042552; GO:0047223; GO:0051674; GO:0071711; GO:0150103
g8855	NA	NA
g8856	Q9H2B2	GO:0000139; GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0006906; GO:0007613; GO:0014049; GO:0014059; GO:0030100; GO:0030154; GO:0030276; GO:0030424; GO:0030425; GO:0030672; GO:0031338; GO:0032127; GO:0033604; GO:0043025; GO:0045202; GO:0045955; GO:0045956; GO:0048174; GO:0048471; GO:0048791; GO:0050709; GO:0070382; GO:0097449; GO:0098978; GO:0098992; GO:0099012; GO:0099519; GO:0150035; GO:0150044; GO:1903861; GO:1905415; GO:1905433; GO:1990742; GO:2000301
g22835	Q6B860	GO:0003735; GO:0005743; GO:0005763; GO:0006412; GO:0032543
g3088	Q64464	GO:0004497; GO:0005506; GO:0005789; GO:0008202; GO:0010628; GO:0020037; GO:0050649; GO:0070330; GO:0070989
g3083	NA	NA
g3082	P79401	GO:0004497; GO:0005506; GO:0005789; GO:0008202; GO:0020037; GO:0050649; GO:0070330; GO:0070989; GO:0071357
g3081	Q64464	GO:0004497; GO:0005506; GO:0005789; GO:0008202; GO:0010628; GO:0020037; GO:0050649; GO:0070330; GO:0070989
g10529	Q4R761	GO:0000221; GO:0005768; GO:0005829; GO:0016324; GO:0030665; GO:0030672; GO:0046961
g6302	NA	NA
g12930	Q8IUR6	GO:0000122; GO:0000977; GO:0000981; GO:0001228; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0006986; GO:0016604; GO:0034976; GO:0045732; GO:0045944; GO:1900102
g12931	NA	NA
g12935	P31401	GO:0005524; GO:0033180; GO:0046034; GO:0046961
g9810	P48994	GO:0005261; GO:0005262; GO:0005516; GO:0005886; GO:0006811; GO:0006812; GO:0006816; GO:0007589; GO:0007603; GO:0007605; GO:0009416; GO:0015075; GO:0015279; GO:0016020; GO:0016027; GO:0016028; GO:0019722; GO:0030425; GO:0034703; GO:0035997; GO:0042802; GO:0046982; GO:0050908; GO:0051480; GO:0070588; GO:0070679; GO:0071454
g22029	NA	NA
g142	Q9NV56	GO:0000786; GO:0005654; GO:0006325; GO:0006357; GO:0035267; GO:0042981; GO:0045893; GO:0051726; GO:1905168; GO:2000779
g143	Q0IIF7	GO:0000502; GO:0004843; GO:0005737; GO:0005886; GO:0016579; GO:0043161; GO:0045087; GO:0061136; GO:0070628
g10421	Q6DD06	GO:0005634; GO:0005737; GO:0046872
g10422	Q6NRT6	GO:0005788; GO:0015035; GO:0016671; GO:0034975; GO:0036503
g10423	Q6NRT6	GO:0005788; GO:0015035; GO:0016671; GO:0034975; GO:0036503
g10426	P13055	GO:0000122; GO:0000978; GO:0003677; GO:0004879; GO:0005634; GO:0007553; GO:0007591; GO:0008270; GO:0009755; GO:0010468; GO:0018990; GO:0020037; GO:0030154; GO:0035075; GO:0045944; GO:0048477; GO:0061060
g10427	Q5ZJH7	GO:0000307; GO:0005634; GO:0016020; GO:0016538; GO:0019901
g492	Q3U095	GO:0016020
g491	Q6T6S5	GO:0004867; GO:0005615
g20412	O95786	GO:0002230; GO:0002735; GO:0002753; GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0005923; GO:0008270; GO:0009597; GO:0009615; GO:0010467; GO:0010628; GO:0015629; GO:0016887; GO:0030334; GO:0031625; GO:0032587; GO:0032725; GO:0032727; GO:0032728; GO:0032755; GO:0032757; GO:0032760; GO:0034344; GO:0038187; GO:0039529; GO:0042802; GO:0043330; GO:0045087; GO:0045944; GO:0051607; GO:0060760; GO:0071360; GO:0140374; GO:1990904
g20411	NA	NA
g20419	NA	NA
g16480	Q03468	GO:0000012; GO:0000077; GO:0000303; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0006281; GO:0006283; GO:0006284; GO:0006290; GO:0006338; GO:0006362; GO:0006366; GO:0006979; GO:0007254; GO:0008023; GO:0008094; GO:0008630; GO:0009636; GO:0010165; GO:0010224; GO:0010332; GO:0016887; GO:0022008; GO:0030182; GO:0030296; GO:0031175; GO:0032784; GO:0032786; GO:0034243; GO:0035264; GO:0042262; GO:0045494; GO:0045739; GO:0045943; GO:0045944; GO:0045945; GO:0060261; GO:0070063; GO:0090734; GO:0097680; GO:0110016; GO:0140658; GO:1905168; GO:2001033
g15689	Q63665	GO:0000432; GO:0000978; GO:0000981; GO:0003677; GO:0003690; GO:0003700; GO:0005634; GO:0006357; GO:0007595; GO:0042802; GO:0042803; GO:0043425; GO:0043565; GO:0044877; GO:0045893; GO:0045944; GO:0046982; GO:0055088; GO:1990837
g15688	NA	NA
g15683	Q7ZUW2	GO:0000774; GO:0005524; GO:0005788; GO:0034663; GO:0140662; GO:1903298
g15682	Q9Y4L1	GO:0000774; GO:0002931; GO:0005524; GO:0005576; GO:0005783; GO:0005788; GO:0005790; GO:0005925; GO:0006888; GO:0016020; GO:0034663; GO:0034976; GO:0051082; GO:0051087; GO:0070062; GO:0071456; GO:0071682; GO:0140662; GO:1903298; GO:1903382
g15687	Q9Z2F6	GO:0002268; GO:0002315; GO:0002455; GO:0002467; GO:0003713; GO:0003714; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0006606; GO:0007249; GO:0009615; GO:0010225; GO:0019730; GO:0030198; GO:0030330; GO:0030496; GO:0032717; GO:0032720; GO:0032729; GO:0032733; GO:0032996; GO:0033257; GO:0042088; GO:0042742; GO:0042771; GO:0042826; GO:0042832; GO:0042981; GO:0045064; GO:0045727; GO:0045944; GO:0046426; GO:0048471; GO:0048536; GO:0070231; GO:0070233; GO:0140297; GO:1901222
g15684	Q9QXF7	GO:0005506; GO:0005737; GO:0005789; GO:0006082; GO:0006805; GO:0008391; GO:0016712; GO:0019369; GO:0020037; GO:0042572; GO:0043231; GO:0070330
g7609	Q9UHB6	GO:0001725; GO:0001726; GO:0003785; GO:0005829; GO:0005886; GO:0005925; GO:0008203; GO:0015629; GO:0016477; GO:0030299; GO:0030835; GO:0031526; GO:0031529; GO:0032154; GO:0042632; GO:0045296; GO:0046872; GO:0051015; GO:0051017
g16577	F8J2D3	GO:0004620; GO:0005576; GO:0016042; GO:0031640; GO:0090729
g18558	P23606	GO:0003810; GO:0005912; GO:0009887; GO:0010838; GO:0016020; GO:0030216; GO:0031424; GO:0042802; GO:0045787; GO:0046872
g1388	Q9ULY5	GO:0001819; GO:0001891; GO:0002221; GO:0002292; GO:0005509; GO:0005886; GO:0009897; GO:0016020; GO:0030246; GO:0030670; GO:0038094; GO:0038187; GO:0042742; GO:0042995; GO:0045087; GO:0051861; GO:0061760
g1386	NA	NA
g1384	Q55E58	GO:0000281; GO:0004438; GO:0004674; GO:0004721; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0016020; GO:0042641; GO:0046856; GO:0099139; GO:0106310
g1385	Q55E58	GO:0000281; GO:0004438; GO:0004674; GO:0004721; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0016020; GO:0042641; GO:0046856; GO:0099139; GO:0106310
g1031	NA	NA
g1034	Q00560	GO:0004896; GO:0004915; GO:0004923; GO:0004924; GO:0005127; GO:0005138; GO:0005896; GO:0005900; GO:0005977; GO:0006642; GO:0007165; GO:0008284; GO:0008593; GO:0009897; GO:0014911; GO:0015026; GO:0019221; GO:0019955; GO:0019981; GO:0030296; GO:0030425; GO:0032809; GO:0038154; GO:0042102; GO:0042531; GO:0042802; GO:0043025; GO:0043235; GO:0043524; GO:0044297; GO:0045121; GO:0045669; GO:0045747; GO:0048711; GO:0051481; GO:0060576; GO:0070102; GO:0070106; GO:0070110; GO:0097110
g1035	Q9NYY3	GO:0000082; GO:0000776; GO:0000785; GO:0000922; GO:0002862; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0006468; GO:0006977; GO:0007052; GO:0007265; GO:0007613; GO:0010508; GO:0016525; GO:0018105; GO:0030425; GO:0032486; GO:0043008; GO:0043066; GO:0043123; GO:0045732; GO:0046599; GO:0048167; GO:0060291; GO:0060292; GO:0071866; GO:0090050; GO:0106310; GO:2000773
g1036	Q9NZ01	GO:0005634; GO:0005783; GO:0005789; GO:0006665; GO:0016491; GO:0017099; GO:0030497; GO:0035338; GO:0042761; GO:0102758
g1037	O89114	GO:0000122; GO:0005634; GO:0005829; GO:0051082; GO:0051085; GO:0051087
g1038	A2VDD2	
g809	NA	NA
g6566	NA	NA
g22763	NA	NA
g22769	Q9VPW8	GO:0007608; GO:0042048
g17532	NA	NA
g17537	F1NV61	GO:0003723; GO:0004190; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0042742; GO:0043525; GO:0070227; GO:0097153; GO:0097194; GO:0097200; GO:1905686
g2650	Q9W4P5	GO:0000220; GO:0005769; GO:0005886; GO:0006879; GO:0007034; GO:0007035; GO:0007430; GO:0016471; GO:0033181; GO:0036295; GO:0046961; GO:1902600
g13949	NA	NA
g13946	P78333	GO:0005576; GO:0005796; GO:0005886; GO:0009986; GO:0016020; GO:0016477; GO:0043202; GO:0062023; GO:0090263; GO:0098552; GO:1905475
g13944	Q9ERU9	GO:0001975; GO:0003723; GO:0003755; GO:0005635; GO:0005642; GO:0005643; GO:0005654; GO:0005737; GO:0006111; GO:0006457; GO:0006607; GO:0006913; GO:0016925; GO:0019789; GO:0031267; GO:0031965; GO:0042405; GO:0044614; GO:0044615; GO:0044877; GO:0046872; GO:0051028; GO:0051168; GO:0051642; GO:0061665; GO:0106068; GO:1990723
g13942	P0DJD0	GO:0005643; GO:0005737; GO:0006607
g13943	P0DJD0	GO:0005643; GO:0005737; GO:0006607
g13940	H2QII6	GO:0003723; GO:0003755; GO:0005635; GO:0005642; GO:0005643; GO:0005737; GO:0006457; GO:0006607; GO:0016740; GO:0016925; GO:0031965; GO:0046872; GO:0051028
g15457	P28271	GO:0003723; GO:0003994; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0006099; GO:0006101; GO:0006417; GO:0006879; GO:0009791; GO:0010040; GO:0010468; GO:0030350; GO:0046872; GO:0048027; GO:0050892; GO:0051536; GO:0051538; GO:0051539
g12011	Q4V9H3	GO:0005576; GO:0007411; GO:0007417; GO:0016055; GO:0021516; GO:0021528; GO:0030182; GO:0030900; GO:0090090
g12017	P20231	GO:0004252; GO:0005615; GO:0006508; GO:0008236; GO:0062023
g4718	P08048	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005654; GO:0005730; GO:0006357; GO:0043565; GO:0045944; GO:0046872
g4719	NA	NA
g3298	NA	NA
g13034	Q9Z0R0	GO:0000278; GO:0001673; GO:0003677; GO:0004674; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0005813; GO:0005819; GO:0006468; GO:0007064; GO:0007094; GO:0010467; GO:0035173; GO:0035556; GO:0045143; GO:0070192; GO:0071459; GO:0072354; GO:0106310; GO:2000134
g11097	P83609	GO:0004867; GO:0005615; GO:0044562
g10320	P00029	GO:0005758; GO:0006122; GO:0006123; GO:0009055; GO:0020037; GO:0046872; GO:0070469
g9791	Q7TNE1	GO:0005739; GO:0047369
g11636	NA	NA
g11634	Q920Q2	GO:0003684; GO:0003887; GO:0005634; GO:0009411; GO:0017125; GO:0042276; GO:0046872; GO:0070987
g11631	Q99N34	GO:0000785; GO:0003677; GO:0004518; GO:0004520; GO:0004536; GO:0005634; GO:0005829; GO:0006308; GO:0006309; GO:0019899; GO:0019904; GO:0030263; GO:0032991; GO:0042802; GO:0097718; GO:1902511
g17675	Q8NE00	GO:0016020
g17678	Q1JP75	GO:0004090; GO:0005881; GO:0005997; GO:0006006; GO:0016020; GO:0042732; GO:0050038
g3907	Q5U378	GO:0000226; GO:0005737; GO:0005856; GO:0007021; GO:0007023; GO:0043014
g3904	Q9D1E6	GO:0005634; GO:0005737; GO:0005829; GO:0005938; GO:0007021; GO:0007023; GO:0007399; GO:0030154; GO:0031122; GO:0035371; GO:0043014; GO:0051010
g3908	Q5FWT1	GO:0006479; GO:0008276; GO:0008284; GO:0010628; GO:0032418; GO:0072669; GO:1900029
g14731	Q9Y2H0	GO:0005886; GO:0023052; GO:0031594; GO:0060090; GO:0098978; GO:0098981; GO:0099572
g759	B1A8Z2	GO:0000287; GO:0001525; GO:0005509; GO:0005634; GO:0005813; GO:0006915; GO:0007155; GO:0007229; GO:0007283; GO:0016324; GO:0030027; GO:0030154; GO:0030426; GO:0032433; GO:0032587; GO:0042383; GO:0043204; GO:0043495; GO:0048471; GO:0051301; GO:0070886; GO:0071363; GO:1903078
g758	Q9W2Q5	GO:0000287; GO:0005509; GO:0005737; GO:0007602; GO:0055074
g757	D4A734	GO:0005308; GO:0005886; GO:0008028; GO:0015292; GO:0015881; GO:0016323; GO:0046449
g8846	C3KHG1	
g22822	Q6DGE9	GO:0002088; GO:0005737; GO:0007519; GO:0030018; GO:0030239; GO:0031672; GO:0048471; GO:0048738; GO:0051879; GO:0055001; GO:0055002; GO:0060538; GO:0061077
g13001	Q61824	GO:0004222; GO:0005654; GO:0005886; GO:0006508; GO:0007155; GO:0017124; GO:0046872
g13007	NA	NA
g13006	NA	NA
g13005	Q6V7V2	GO:0000281; GO:0000915; GO:0005095; GO:0005525; GO:0005826; GO:0006915; GO:0007165; GO:0007266; GO:0031106; GO:0031267; GO:0042981
g13004	Q5MJS3	GO:0000139; GO:0001501; GO:0002020; GO:0004674; GO:0005509; GO:0005524; GO:0005615; GO:0005654; GO:0005737; GO:0005783; GO:0005794; GO:0006468; GO:0030145; GO:0030501; GO:0031214; GO:0036179; GO:0040036; GO:0045669; GO:0051174; GO:0070166; GO:0071895; GO:0097187; GO:0106310
g13009	Q6NS09	GO:0016020
g13008	NA	NA
g12750	Q26614	GO:0005007; GO:0005524; GO:0005886; GO:0017134; GO:0043235
g18337	Q9Y345	GO:0005768; GO:0005886; GO:0006836; GO:0007268; GO:0015375; GO:0016020; GO:0031045; GO:0035725; GO:0042734; GO:0046872; GO:0060012; GO:0098690; GO:1903804
g15521	A8JR92	GO:0003677; GO:0003682; GO:0005634; GO:0010369
g23166	D4A7U2	GO:0000978; GO:0000981; GO:0001228; GO:0001652; GO:0003677; GO:0005634; GO:0006357; GO:0045944; GO:0071277
g16695	O77656	GO:0004175; GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030198; GO:0030574; GO:0031012; GO:0060349
g16696	O77656	GO:0004175; GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030198; GO:0030574; GO:0031012; GO:0060349
g16693	Q9CWG1	GO:0005615; GO:0016020
g16692	O35548	GO:0001501; GO:0001503; GO:0001958; GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008270; GO:0016485; GO:0030198; GO:0030574; GO:0031012; GO:0035988; GO:0048701; GO:0060348; GO:0070006; GO:0097094; GO:1990834
g14699	Q00322	GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0002244; GO:0003677; GO:0005634; GO:0005654; GO:0006351; GO:0006357; GO:0042802; GO:0043565; GO:0045444; GO:0045595; GO:0045669; GO:0045892; GO:0045944; GO:0048839; GO:0090575
g14341	NA	NA
g14340	Q9I3S3	GO:0006527; GO:0008783; GO:0033389; GO:0046872; GO:0047971
g18694	Q8IY92	GO:0000712; GO:0000724; GO:0000781; GO:0000785; GO:0003677; GO:0005654; GO:0005829; GO:0006260; GO:0006281; GO:0006289; GO:0008047; GO:0010792; GO:0030054; GO:0032206; GO:0033557; GO:0046872; GO:0061820; GO:0072429; GO:0090656; GO:1904357; GO:1904431
g22352	Q86SS6	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005546; GO:0005886; GO:0017156; GO:0017158; GO:0030276; GO:0030669; GO:0030672; GO:0031045; GO:0042802; GO:0070382; GO:0098686; GO:0099502
g21918	Q9VJ79	GO:0004115; GO:0005829; GO:0019933; GO:0046058; GO:0046068; GO:0046872; GO:0047555
g21914	P50749	GO:0000776; GO:0001501; GO:0001503; GO:0004672; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0007165; GO:0007249; GO:0031954; GO:0032991; GO:0033137; GO:0043065; GO:0045667; GO:0045670; GO:0045860; GO:0046330; GO:0046849; GO:0048872; GO:0050821; GO:1901222; GO:1901223
g21915	Q8BL06	GO:0004843; GO:0006508; GO:0016579
g23155	NA	NA
g23158	Q5Y4N8	GO:0002250; GO:0004930; GO:0005509; GO:0005886; GO:0007166; GO:0007189; GO:0009897; GO:0071356; GO:0071560; GO:0071944
g10694	Q91090	GO:0004063; GO:0004064; GO:0005576; GO:0009636; GO:0016020; GO:0046872
g23404	Q25532	GO:0016324; GO:0016471; GO:0046961
g17477	NA	NA
g17475	NA	NA
g2198	Q6GLK6	GO:0005524; GO:0005739; GO:0006631; GO:0090409
g2193	P80146	GO:0004252; GO:0005615; GO:0006508
g3827	Q6NWH0	
g8769	Q96PS8	GO:0005811; GO:0005886; GO:0006833; GO:0009636; GO:0015204; GO:0015250; GO:0015254; GO:0015793; GO:0016323; GO:0016324; GO:0043231; GO:0051289; GO:0071468
g20844	O75179	GO:0000785; GO:0001673; GO:0001955; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0006275; GO:0016020; GO:0031965; GO:0042742; GO:0043123; GO:0045087; GO:0045787; GO:0051151; GO:1900087; GO:1900245; GO:1900246
g20847	P14234	GO:0001784; GO:0001819; GO:0004713; GO:0004715; GO:0005102; GO:0005524; GO:0005743; GO:0005758; GO:0005829; GO:0005856; GO:0005886; GO:0007169; GO:0007229; GO:0008360; GO:0016235; GO:0018108; GO:0019901; GO:0030154; GO:0030282; GO:0030335; GO:0032587; GO:0032815; GO:0032956; GO:0034987; GO:0034988; GO:0043306; GO:0045087; GO:0045088; GO:0045859; GO:0048705; GO:0050764; GO:0050830; GO:0051450; GO:0051897
g13572	NA	NA
g12224	NA	NA
g9416	NA	NA
g9415	Q96J84	GO:0001933; GO:0003094; GO:0005886; GO:0005911; GO:0017022; GO:0030838; GO:0031253; GO:0043198; GO:0045121; GO:0045217; GO:0048471; GO:0050839; GO:0097017; GO:0098609
g3311	O14896	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0002376; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0005829; GO:0006357; GO:0008285; GO:0010839; GO:0030216; GO:0043565; GO:0043616; GO:0045893; GO:0045944; GO:0048468; GO:0060021; GO:0060173; GO:0060644; GO:0070062; GO:0072089; GO:1904888; GO:1990837; GO:2000647
g3310	O14896	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0002376; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0005829; GO:0006357; GO:0008285; GO:0010839; GO:0030216; GO:0043565; GO:0043616; GO:0045893; GO:0045944; GO:0048468; GO:0060021; GO:0060173; GO:0060644; GO:0070062; GO:0072089; GO:1904888; GO:1990837; GO:2000647
g3319	P49013	GO:0005509; GO:0005576; GO:0009374
g3318	P10079	GO:0005509; GO:0005576; GO:0009374; GO:0031410; GO:0032579
g5878	Q3ZBE6	GO:0005739; GO:0005778; GO:0031966; GO:0090140
g5871	Q6EE31	GO:0005524; GO:0005813; GO:0005832; GO:0006457; GO:0016887; GO:0042995; GO:0051082; GO:0140662
g5873	Q32LJ6	GO:0001779; GO:0003924; GO:0005525; GO:0006886; GO:0012505; GO:0030183; GO:0033077; GO:0042803; GO:0046578; GO:0050821; GO:1903059
g5876	Q6GQ39	GO:0005739; GO:0005778; GO:0031966; GO:0090140
g5256	NA	NA
g5253	NA	NA
g18906	P59015	GO:0005765; GO:0005768; GO:0006886; GO:0006904; GO:0007032; GO:0007040; GO:0007634; GO:0008333; GO:0015721; GO:0030674; GO:0030897; GO:0031902; GO:0043485; GO:0045176; GO:0046872; GO:0048069; GO:0048284; GO:0048757; GO:0060036
g18905	P59015	GO:0005765; GO:0005768; GO:0006886; GO:0006904; GO:0007032; GO:0007040; GO:0007634; GO:0008333; GO:0015721; GO:0030674; GO:0030897; GO:0031902; GO:0043485; GO:0045176; GO:0046872; GO:0048069; GO:0048284; GO:0048757; GO:0060036
g388	O70277	GO:0000209; GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0017148; GO:0030371; GO:0030425; GO:0034141; GO:0042802; GO:0043161; GO:0061630; GO:0070534; GO:0098794; GO:0098978; GO:0140252
g387	Q9ESN6	GO:0000209; GO:0004842; GO:0005737; GO:0008270; GO:0017022; GO:0017148; GO:0030371; GO:0043161; GO:0043523; GO:0061630; GO:1990830
g7808	Q9Y4K3	GO:0000045; GO:0000122; GO:0000209; GO:0001503; GO:0001701; GO:0001843; GO:0002223; GO:0002637; GO:0002726; GO:0002753; GO:0002755; GO:0004842; GO:0005164; GO:0005634; GO:0005737; GO:0005811; GO:0005829; GO:0005886; GO:0005938; GO:0006974; GO:0007249; GO:0008270; GO:0009898; GO:0010008; GO:0019886; GO:0023035; GO:0030316; GO:0030674; GO:0031234; GO:0031398; GO:0031624; GO:0031663; GO:0031666; GO:0032147; GO:0032481; GO:0032735; GO:0032743; GO:0032755; GO:0032991; GO:0033209; GO:0034138; GO:0034142; GO:0034450; GO:0035631; GO:0035666; GO:0038061; GO:0038095; GO:0038172; GO:0038173; GO:0042088; GO:0042102; GO:0042475; GO:0042802; GO:0042826; GO:0042981; GO:0043011; GO:0043122; GO:0043123; GO:0043422; GO:0043507; GO:0045087; GO:0045453; GO:0045672; GO:0045892; GO:0045944; GO:0048471; GO:0050852; GO:0051091; GO:0051092; GO:0051865; GO:0061630; GO:0070498; GO:0070534; GO:0070555; GO:0071222; GO:0071345; GO:0097400; GO:0140374; GO:1904996; GO:2000679
g7803	Q1LZB6	GO:0000932; GO:0003723; GO:0005524; GO:0005737; GO:0005829; GO:0010494; GO:0017148; GO:0030027; GO:0030154; GO:0030425; GO:0031252; GO:0043232; GO:0050775; GO:0061003; GO:0062029; GO:0106288; GO:0140693
g7802	NA	NA
g7806	NA	NA
g16529	Q5F364	GO:0005524; GO:0006869; GO:0008559; GO:0016323; GO:0016887; GO:0034634; GO:0034775; GO:0042908; GO:0070729
g22619	Q7ZXD6	GO:0000502; GO:0005634; GO:0005737; GO:0043248; GO:0061133
g14955	Q0MQB1	GO:0005739; GO:0005747; GO:0005758; GO:0006120; GO:0032981; GO:0044877; GO:0045271
g16520	NA	NA
g4863	Q6DCW7	GO:0005765; GO:0006914; GO:0045671; GO:0045779; GO:0150032; GO:1904263
g4865	Q9BUH8	GO:0005737; GO:0016020; GO:0045202
g4866	NA	NA
g3005	Q63185	GO:0002526; GO:0004672; GO:0004694; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006417; GO:0006909; GO:0008285; GO:0010999; GO:0017148; GO:0020037; GO:0030225; GO:0042803; GO:0046501; GO:0046777; GO:0046984; GO:0046986; GO:0051649; GO:0060586; GO:0106310; GO:0140467; GO:0140468; GO:1901526; GO:1990641
g23647	Q9Z0H7	GO:0001772; GO:0001783; GO:0001819; GO:0001843; GO:0002020; GO:0002096; GO:0002224; GO:0002250; GO:0002906; GO:0003713; GO:0005634; GO:0005737; GO:0005764; GO:0005829; GO:0005881; GO:0006968; GO:0008656; GO:0009620; GO:0012501; GO:0016064; GO:0019209; GO:0031398; GO:0031625; GO:0031663; GO:0032094; GO:0032449; GO:0032496; GO:0032757; GO:0032991; GO:0035591; GO:0038061; GO:0042327; GO:0042802; GO:0042803; GO:0043065; GO:0043123; GO:0043422; GO:0044877; GO:0045087; GO:0045121; GO:0045576; GO:0045893; GO:0046982; GO:0048471; GO:0050700; GO:0050852; GO:0050856; GO:0050862; GO:0050870; GO:0051059; GO:0051092; GO:0051260; GO:0061760; GO:0070231; GO:0071222; GO:0071260; GO:0140296; GO:1900119; GO:2001238
g2748	Q8CJ61	GO:0016020
g11449	Q9NYT6	GO:0000978; GO:0001228; GO:0005634; GO:0006357; GO:0046872
g22254	Q5R4G0	GO:0005783; GO:0005789; GO:0006631; GO:0006915; GO:0008117; GO:0030149; GO:0030170
g22255	Q8CHN6	GO:0001553; GO:0001570; GO:0001822; GO:0005783; GO:0005789; GO:0006631; GO:0006672; GO:0007283; GO:0008117; GO:0008209; GO:0008210; GO:0008585; GO:0009791; GO:0010761; GO:0030097; GO:0030149; GO:0030170; GO:0033327; GO:0040014; GO:0048008; GO:0048705; GO:0060021; GO:0060325; GO:0097190
