"","uniprot_accession"
"15930","Q8N157"
"15931","P45478"
"15932","Q8N157"
"15933","Q9I926"
"15934","Q9HB96"
"15935","Q1LZB6"
"15936","Q29RP8"
"15937","Q9P000"
"15938","Q9Y4K3"
"15939","Q9HAP6"
"15940","Q6P806"
"15941","Q6DHN0"
"15942","Q6DJC8"
"15943","Q8BGC4"
"15944","Q8BGC4"
"15945","Q8CDK2"
"15946","Q0P4M4"
"15947","Q8IYG6"
"15948","Q99P31"
"15949","P50430"
"15950","P17945"
"15951","O14095"
"15952","P0C872"
"15953","Q5F3N9"
"15954","Q0VC50"
"15955","Q91VM3"
"15956","Q91VM3"
"15957","E7EY42"
"15958","P61082"
"15959","P62250"
"15960","Q2TA32"
"15961","E7FAG6"
"15962","Q5RAT4"
"15963","Q96EQ9"
"15964","A5A6N3"
"15965","Q9NQ89"
"15966","Q9D4H2"
"15967","P58355"
"15968","Q803A7"
"15969","Q6INX4"
"15970","Q9Y234"
"15971","Q7T3H7"
"15972","O53532"
"15973","Q9CRG1"
"15974","Q9CRG1"
"15975","Q5R561"
"15976","Q9N0J9"
"15977","P28648"
"15978","Q9Z0T0"
"15979","O75954"
"15980","Q6GMK6"
"15981","Q9VC49"
"15982","Q32KQ7"
"15983","Q9QYP1"
"15984","Q9QYP1"
"15985","Q9QYP1"
"15986","P42577"
"15987","P42577"
"15988","Q8IZJ3"
"15989","Q8BGW3"
"15990","Q8IZJ3"
"15991","P63026"
"15992","O70244"
"15993","O43895"
"15994","A2AJ76"
"15995","Q2KI13"
"15996","Q5G872"
"15997","Q9D4C1"
"15998","P84104"
"15999","Q68FS7"
"16000","Q801S4"
"16001","Q8CHP8"
"16002","Q2T9S4"
"16003","Q8CHP8"
"16004","Q9VBW3"
"16005","Q8IZJ3"
"16006","Q8IZJ3"
"16007","Q26657"
"16008","Q588U8"
"16009","P14381"
"16010","Q8BXB6"
"16011","Q1L8X9"
"16012","Q6QNK2"
"16013","Q9NYQ6"
"16014","O88917"
"16015","Q6QNK2"
"16016","Q5ZMW3"
"16017","Q3B726"
"16018","Q6P829"
"16019","Q14995"
"16020","P45447"
"16021","P45447"
"16022","Q9JIH2"
"16023","O75899"
"16024","Q0IIF9"
"16025","Q32L77"
"16026","O88871"
"16027","O75899"
"16028","A3RL54"
"16029","A3RL54"
"16030","A3RL54"
"16031","Q80YD6"
"16032","P18576"
"16033","Q5R602"
"16034","O08696"
"16035","Q8CIW5"
"16036","Q96RR1"
"16037","Q8VI63"
"16038","P17564"
"16039","Q28GV1"
"16040","Q7ZWN0"
"16041","Q5R602"
"16042","Q9GRC0"
"16043","P85977"
"16044","Q8VEK6"
"16045","E7F7V7"
"16046","E7F7V7"
"16047","F1R332"
"16048","Q9Z321"
"16049","O95985"
"16050","Q645M6"
"16051","Q9CUU3"
"16052","A6MGY1"
"16053","P97315"
"16054","A5WVX9"
"16055","Q9CUU3"
"16056","Q9CUU3"
"16057","G1SNY0"
"16058","Q99PP7"
"16059","O15164"
"16060","Q4QRH7"
"16061","Q8NE09"
"16062","Q9V6X7"
"16063","O75936"
"16064","Q9QZU7"
"16065","O75936"
"16066","Q9QZU7"
"16067","Q5R5D8"
"16068","A0A2D0TC04"
"16069","Q16629"
"16070","Q16629"
"16071","Q8INF0"
"16072","Q9LF61"
"16073","P15396"
"16074","Q9QZU7"
"16075","O70497"
"16076","Q9QYP1"
"16077","Q8VI56"
"16078","Q8VI56"
"16079","Q8VI56"
"16080","Q8VI56"
"16081","Q54MC6"
"16082","Q9NXP7"
"16083","Q4R6I1"
"16084","Q8CJ96"
"16085","Q6BDS2"
"16086","Q6BDS2"
"16087","Q6BDS2"
"16088","A0JMW6"
"16089","O43324"
"16090","Q61121"
"16091","Q99056"
"16092","Q13585"
"16093","Q00130"
"16094","Q28EB4"
"16095","Q28EB4"
"16096","Q66JY6"
"16097","Q8BJ56"
"16098","A6H8T2"
"16099","Q9C0I9"
"16100","Q9C0I9"
"16101","Q80YS5"
"16102","Q4QQM4"
"16103","Q4QQM4"
"16104","Q0P5X1"
"16105","Q54F25"
"16106","Q54F25"
"16107","O08873"
"16108","O08873"
"16109","O08873"
"16110","O08873"
"16111","Q9BXF3"
"16112","Q2VQV9"
"16113","A0A1B8YAB1"
"16114","O88974"
"16115","Q9H0A0"
"16116","Q9H0A0"
"16117","Q8BFQ8"
"16118","Q8BFQ8"
"16119","Q3B7H1"
"16120","Q594P2"
"16121","Q8BM13"
"16122","Q9IAK4"
"16123","O95897"
"16124","Q8BM13"
"16125","P59438"
"16126","Q15485"
"16127","Q9UPZ3"
"16128","P22439"
"16129","P15941"
"16130","Q5ZLP2"
"16131","Q29041"
"16132","Q6UY01"
"16133","Q9I927"
"16134","Q47GC1"
"16135","Q5M7C8"
"16136","M0R2J8"
"16137","Q6NTN5"
"16138","Q6NTN5"
"16139","Q6NTN5"
"16140","O95248"
"16141","P41247"
"16142","P41247"
"16143","Q5REB8"
"16144","Q6P3W7"
"16145","E7F7V7"
"16146","Q6P3W7"
"16147","P15305"
"16148","O70230"
"16149","Q91853"
"16150","Q09GJ8"
"16151","Q9Y3E0"
"16152","P63142"
"16153","P98164"
"16154","Q8N682"
"16155","Q3UR85"
"16156","O74549"
"16157","P61082"
"16158","Q99JX1"
"16159","Q15256"
"16160","Q96WV6"
"16161","Q9PWA0"
"16162","P20070"
"16163","P20070"
"16164","Q0VCK5"
"16165","Q0VCK5"
"16166","Q7QG73"
"16167","Q9H161"
"16168","P97283"
"16169","Q32LN0"
"16170","Q32LN0"
"16171","Q8N5J4"
"16172","Q01842"
"16173","Q96KP4"
"16174","Q9FYB7"
"16175","Q9FYB7"
"16176","P40616"
"16177","Q6DCP5"
"16178","O02703"
"16179","Q9M9E8"
"16180","Q3SZJ4"
"16181","Q9FXA7"
"16182","P49109"
"16183","Q9EPL8"
"16184","Q03311"
"16185","P84675"
"16186","P32780"
"16187","Q9V7Y2"
"16188","D2YVJ8"
"16189","Q8WPD0"
"16190","Q9VCA2"
"16191","Q8VC69"
"16192","Q9WTW5"
"16193","Q9VCA2"
"16194","Q8IZD6"
"16195","P84675"
"16196","Q9U539"
"16197","Q8N3X1"
"16198","Q6ZQ03"
"16199","Q4V7T8"
"16200","Q6PFL8"
"16201","Q6ING7"
"16202","Q5F408"
"16203","Q7L1S5"
"16204","Q9GKM4"
"16205","Q4R684"
"16206","Q5E9H2"
"16207","Q3UX83"
"16208","A2AIG8"
"16209","O59028"
"16210","O59028"
"16211","Q7ZW02"
"16212","Q8R3G1"
"16213","Q9D5U8"
"16214","Q96B36"
"16215","Q4W1X2"
"16216","Q9CQN6"
"16217","P46023"
"16218","P79385"
"16219","P49286"
"16220","Q9DEX3"
"16221","Q9NYB5"
"16222","Q5ZJU0"
"16223","Q6PAF4"
"16224","Q5ZL34"
"16225","P27701"
"16226","P47772"
"16227","P13834"
"16228","Q8BL97"
"16229","Q8BL97"
"16230","A0A0P0XM10"
"16231","O64411"
"16232","Q5XK91"
"16233","Q29496"
"16234","Q5KU26"
"16235","Q8BNX1"
"16236","Q0VBY7"
"16237","O14727"
"16238","Q9CR89"
"16239","Q9VBW3"
"16240","Q61194"
"16241","Q61194"
"16242","Q7TN79"
"16243","Q9JI85"
"16244","Q6ZPK0"
"16245","P48053"
"16246","B1H349"
"16247","P48547"
"16248","Q9NTG7"
"16249","Q6EV70"
"16250","Q16527"
"16251","Q60675"
"16252","O15403"
"16253","Q9TRY0"
"16254","Q5ZIL6"
"16255","O95922"
"16256","Q9P1Y6"
"16257","Q9N2B7"
"16258","Q6QNK2"
"16259","Q0VCJ7"
"16260","Q5RGP9"
"16261","Q9H2X6"
"16262","Q9N2B7"
"16263","P24043"
"16264","Q9M2U3"
"16265","Q32NG4"
"16266","Q15560"
"16267","A0JP70"
"16268","Q96KV7"
"16269","Q7YU29"
"16270","Q9QYM7"
"16271","Q92889"
"16272","P26638"
"16273","Q9Y0Y6"
"16274","O70277"
"16275","E1BD59"
"16276","Q63344"
"16277","Q7RTX9"
"16278","A1L1R6"
"16279","O67359"
"16280","Q2M1K9"
"16281","O08961"
"16282","A1L1R6"
"16283","Q7YU29"
"16284","Q8K2L8"
"16285","Q64259"
"16286","P51805"
"16287","Q96K62"
"16288","O70277"
"16289","E1BD59"
"16290","E1BD59"
"16291","O95185"
"16292","P21328"
"16293","Q5FWH7"
"16294","B4E2M5"
"16295","Q9CWB7"
"16296","Q5FWH7"
"16297","Q13535"
"16298","Q9JKK8"
"16299","Q13535"
"16300","A6QP84"
"16301","Q6NZ07"
"16302","Q6UXH8"
"16303","Q9Y450"
"16304","A6NNX1"
"16305","O15973"
"16306","P43141"
"16307","O15973"
"16308","O15973"
"16309","O57422"
"16310","O15973"
"16311","Q91559"
"16312","P30544"
"16313","P33534"
"16314","Q69ZS7"
"16315","O15973"
"16316","O15973"
"16317","O15973"
"16318","O15973"
"16319","Q91559"
"16320","Q8JG64"
"16321","Q9DCA2"
"16322","Q6DFB8"
"16323","Q6DFB8"
"16324","Q8W0Z7"
"16325","Q6DFB8"
"16326","Q8CH02"
"16327","Q8CH02"
"16328","Q8CH02"
"16329","O18870"
"16330","F1LZ52"
"16331","Q9W074"
"16332","Q9H511"
"16333","O53532"
"16334","O53532"
"16335","Q0P6D6"
"16336","B2RUJ5"
"16337","Q02410"
"16338","Q91044"
"16339","Q4U2V3"
"16340","Q502M6"
"16341","Q9NBX4"
"16342","Q3UHC2"
"16343","Q8N567"
"16344","Q8AY68"
"16345","Q5VT52"
"16346","Q49537"
"16347","Q6ZQ11"
"16348","Q7Z2Z2"
"16349","P24668"
"16350","Q5RJ80"
"16351","Q7XPJ0"
"16352","Q9FHN8"
"16353","P42325"
"16354","Q9JLL3"
"16355","Q6NTJ7"
"16356","Q92546"
"16357","Q9Y5Q5"
"16358","Q9I9M5"
"16359","Q8AVJ9"
"16360","P10079"
"16361","P10079"
"16362","P10079"
"16363","P10079"
"16364","Q8C6U2"
"16365","Q66HD8"
"16366","A6H8Z2"
"16367","Q8R2Y3"
"16368","A4IHW3"
"16369","A4IHW3"
"16370","Q5EAL3"
"16371","F1R7R1"
"16372","Q03650"
"16373","Q62441"
"16374","Q62441"
"16375","D4A2Y9"
"16376","O36032"
"16377","C0HBB2"
"16378","Q6TPG9"
"16379","P10079"
"16380","P10079"
"16381","Q8WND5"
"16382","P70579"
"16383","Q8BKW4"
"16384","Q9ASR4"
"16385","Q7YW31"
"16386","Q9ASR4"
"16387","Q9ASR4"
"16388","Q9ASR4"
"16389","Q9WU72"
"16390","P22770"
"16391","Q10172"
"16392","O93529"
"16393","Q96PS8"
"16394","Q5TAA0"
"16395","Q5TAA0"
"16396","Q868T3"
"16397","Q00174"
"16398","Q868T3"
"16399","Q9WTV8"
"16400","Q9VQG2"
"16401","Q5E9V4"
"16402","Q7ZXZ2"
"16403","Q5F3D7"
"16404","Q8BLQ9"
"16405","Q00174"
"16406","Q16363"
"16407","O00160"
"16408","E9Q634"
"16409","Q03111"
"16410","Q8K596"
"16411","B0W6M9"
"16412","Q9JJZ6"
"16413","Q3TYL0"
"16414","Q5RE08"
"16415","P55013"
"16416","Q2ES47"
"16417","Q6AX44"
"16418","Q869C3"
"16419","P90850"
"16420","P06276"
"16421","Q869C3"
"16422","P22303"
"16423","Q869C3"
"16424","A1ZAX0"
"16425","Q9WTS8"
"16426","P82924"
"16427","Q5XIG6"
"16428","Q68FH4"
"16429","Q96M60"
"16430","P41239"
"16431","Q9H9E1"
"16432","P15206"
"16433","P15206"
"16434","Q8NEF3"
"16435","Q3V0Q6"
"16436","O88704"
"16437","O88703"
"16438","P98160"
"16439","P98160"
"16440","Q80ZD0"
"16441","A2A3L6"
"16442","P23438"
"16443","Q6BD04"
"16444","Q9NXD2"
"16445","Q9NXD2"
"16446","Q9NXD2"
"16447","Q9WTS8"
"16448","Q6INR1"
"16449","Q9D0R2"
"16450","Q9D0R2"
"16451","Q90252"
"16452","Q9NR16"
"16453","Q9NR16"
"16454","Q9UGM3"
"16455","Q66JF1"
"16456","Q8N6T3"
"16457","P30205"
"16458","O89026"
"16459","Q8K4C0"
"16460","Q6PC62"
"16461","Q9BQ48"
"16462","Q15751"
"16463","Q15751"
"16464","Q9UPW8"
"16465","Q4KUS2"
"16466","Q4KUS2"
"16467","Q4KUS2"
"16468","O14795"
"16469","Q9Z1N9"
"16470","Q5U550"
"16471","Q6AX59"
"16472","Q8R0P8"
"16473","Q40784"
"16474","Q9BX70"
"16475","Q9BX70"
"16476","E9Q9W4"
"16477","P90850"
"16478","O35465"
"16479","O88823"
"16480","G1TU13"
"16481","Q2KHZ8"
"16482","P17439"
"16483","Q7ZYC4"
"16484","Q7ZYC4"
"16485","Q06441"
"16486","Q6TXF1"
"16487","P35368"
"16488","Q8TEY5"
"16489","O95478"
"16490","Q3T8J9"
"16491","Q3T8J9"
"16492","Q28DG6"
"16493","Q49SH1"
"16494","A0QYL8"
"16495","Q7Z6M2"
"16496","Q68ED7"
"16497","P46940"
"16498","P46940"
"16499","Q5VYJ5"
"16500","Q501Z5"
"16501","Q61555"
"16502","P62976"
"16503","P0CG50"
"16504","P0CG60"
"16505","Q8BGZ3"
"16506","Q9WTY1"
"16507","A3KPW7"
"16508","Q5RBJ7"
"16509","P97433"
"16510","P97433"
"16511","P97433"
"16512","P97433"
"16513","P97433"
"16514","P97433"
"16515","A0JMF1"
"16516","Q32N32"
"16517","Q1LXZ9"
"16518","Q62422"
"16519","Q91ZI0"
"16520","O08700"
"16521","Q8VDL4"
"16522","Q4R3I0"
"16523","Q2KIZ3"
"16524","Q2KIZ3"
"16525","P14733"
"16526","Q9UKP4"
"16527","P16065"
"16528","Q0P5A1"
"16529","Q9BRS8"
"16530","Q2TBP5"
"16531","Q62132"
"16532","Q3U481"
"16533","P20742"
"16534","Q15650"
"16535","Q6AZL2"
"16536","Q62763"
"16537","Q8N960"
"16538","Q3TIW9"
"16539","Q56A10"
"16540","Q9ULD9"
"16541","Q3L254"
"16542","Q7ZTY7"
"16543","Q16959"
"16544","Q8IW50"
"16545","Q8IW50"
"16546","Q5T0U0"
"16547","Q6UWV6"
"16548","P24367"
"16549","Q9R172"
"16550","P10079"
"16551","P10079"
"16552","P10079"
"16553","P10079"
"16554","P10079"
"16555","P49914"
"16556","A1A535"
"16557","A1A535"
"16558","Q9VS24"
"16559","Q8N6G6"
"16560","P59509"
"16561","Q02723"
"16562","Q8N6G6"
"16563","P50613"
"16564","Q9QYV8"
"16565","Q9BRZ2"
"16566","P54099"
"16567","W8E7I1"
"16568","W8E7I1"
"16569","Q9VVE5"
"16570","Q9VVE5"
"16571","Q6NU98"
"16572","Q3TNH5"
"16573","O02466"
"16574","O02466"
"16575","Q05688"
"16576","Q4R708"
"16577","Q7Z4H7"
"16578","Q80ZW0"
"16579","Q5VUM1"
"16580","Q26473"
"16581","Q6DH02"
"16582","Q9DBN1"
"16583","Q9DBN1"
"16584","Q5RD03"
"16585","B3EWZ6"
"16586","Q80ZW0"
"16587","B3EWZ6"
"16588","Q642M9"
"16589","Q642M9"
"16590","Q3B8G7"
"16591","Q9XZC8"
"16592","B5G1C4"
"16593","O54701"
"16594","Q66H58"
"16595","Q7Z7E8"
"16596","Q7TSS2"
"16597","Q80ZW0"
"16598","Q7TSS2"
"16599","Q7Z7E8"
"16600","Q71RS6"
"16601","Q8BK72"
"16602","E7F7V7"
"16603","A4FUY7"
"16604","O96033"
"16605","Q66JT5"
"16606","Q60928"
"16607","P0DPU3"
"16608","P20735"
"16609","Q3TIW9"
"16610","Q9DBT9"
"16611","Q95332"
"16612","Q5I597"
"16613","Q9WVS7"
"16614","P0C862"
"16615","Q62862"
"16616","Q5XGC9"
"16617","P20936"
"16618","Q29J90"
"16619","Q5EZ72"
"16620","Q9W534"
"16621","Q8CIQ6"
"16622","P51049"
"16623","P49287"
"16624","Q29J90"
"16625","Q9W534"
"16626","P49288"
"16627","Q91175"
"16628","O61303"
"16629","Q28596"
"16630","Q56A24"
"16631","P35368"
"16632","Q9CPX9"
"16633","P12027"
"16634","P14400"
"16635","Q4PLW0"
"16636","Q4PLW0"
"16637","Q6P773"
"16638","Q21565"
"16639","Q3TYL0"
"16640","Q21565"
"16641","P51167"
"16642","Q9R0Y1"
"16643","Q5R5L7"
"16644","Q8I335"
"16645","Q8I335"
"16646","Q803I4"
"16647","Q3TYL0"
"16648","B3EWZ5"
"16649","Q1LVN1"
"16650","B5DGI7"
"16651","O53532"
"16652","O60749"
"16653","Q5EAD5"
"16654","Q8TEQ8"
"16655","Q8TEQ8"
"16656","Q11002"
"16657","Q24323"
"16658","Q8IYS0"
"16659","Q9LJN4"
"16660","Q94KD8"
"16661","P11031"
"16662","Q8R4C0"
"16663","Q2V2K5"
"16664","O42329"
"16665","Q6P5H6"
"16666","Q6P5H6"
"16667","B0BML1"
"16668","Q9UNA4"
"16669","Q9DBN9"
"16670","P08428"
"16671","Q6TNS2"
"16672","Q5R546"
"16673","P35381"
"16674","Q8N8R7"
"16675","P25407"
"16676","Q5XIG5"
"16677","Q66H33"
"16678","Q54RF3"
"16679","Q64350"
"16680","Q5FVA9"
"16681","O02373"
"16682","Q9CYC6"
"16683","Q99KS2"
"16684","Q9NPF2"
"16685","Q9NRB3"
"16686","P21328"
"16687","Q0V8R6"
"16688","Q641X3"
"16689","Q0V8R6"
"16690","Q641X3"
"16691","Q2TBK8"
"16692","Q08DH5"
"16693","Q8BG93"
"16694","Q16595"
"16695","Q92889"
"16696","Q6QQT1"
"16697","Q96PS8"
"16698","Q96PS8"
"16699","P27089"
"16700","Q6GLE8"
"16701","P00491"
"16702","Q9W6R5"
"16703","Q96J84"
"16704","Q6P2C0"
"16705","O43315"
"16706","Q96PS8"
"16707","Q6BD04"
"16708","Q6BD04"
"16709","Q6BD04"
"16710","Q6BD04"
"16711","Q8MQH7"
"16712","Q297V5"
"16713","P06276"
"16714","O62760"
"16715","P0C928"
"16716","Q9NVE4"
"16717","Q9BU70"
"16718","C0HL13"
"16719","Q71RS6"
"16720","O94788"
"16721","O94788"
"16722","Q6P1K2"
"16723","Q8NA69"
"16724","D4A2K4"
"16725","Q9ERS2"
"16726","A5IGK7"
"16727","Q7ZVZ7"
"16728","Q24488"
"16729","G3V9H8"
"16730","Q8R4G9"
"16731","P22770"
"16732","Q5BJD2"
"16733","Q9Z2E1"
"16734","A1ADJ6"
"16735","Q9R0R1"
"16736","A1L3F4"
"16737","Q9Z160"
"16738","Q9Z160"
"16739","O77737"
"16740","P00637"
"16741","O53532"
"16742","Q5RFI6"
"16743","Q7L8L6"
"16744","Q95KD0"
"16745","P0CG73"
"16746","P0CG73"
"16747","P0CG73"
"16748","Q3UTY6"
"16749","Q8CDF7"
"16750","Q90WE3"
"16751","Q8R2R5"
"16752","Q6TXF1"
"16753","Q0VCA2"
"16754","O45782"
"16755","Q6ZMM2"
"16756","Q8BHJ6"
"16757","Q8CDF7"
"16758","A0A974E306"
"16759","A0A974E306"
"16760","Q8TF62"
"16761","P98198"
"16762","P98198"
"16763","Q9NXJ5"
"16764","O42410"
"16765","Q4R681"
"16766","Q9Z1L4"
"16767","Q9Z1L4"
"16768","O75899"
"16769","O75899"
"16770","Q26551"
"16771","A7X4K1"
"16772","A4IIC5"
"16773","C3KHG1"
"16774","P82915"
"16775","Q5TYW4"
"16776","Q5TYW4"
"16777","Q38PU8"
"16778","Q9R0R1"
"16779","P23818"
"16780","O94854"
"16781","P23818"
"16782","Q66H35"
"16783","Q9H2B2"
"16784","P70426"
"16785","Q5RE70"
"16786","E9Q1U1"
"16787","E9Q1U1"
"16788","Q96JP0"
"16789","Q69ZQ1"
"16790","Q6NSJ0"
"16791","Q9UPR6"
"16792","Q9UPR6"
"16793","Q6NSJ0"
"16794","Q69ZQ1"
"16795","Q69ZQ1"
"16796","O44119"
"16797","A8CVX7"
"16798","Q28104"
"16799","P97292"
"16800","P63240"
"16801","Q495B1"
"16802","Q495B1"
"16803","Q9DAG6"
"16804","Q9DAG6"
"16805","O42329"
"16806","P43141"
"16807","Q9JJ09"
"16808","Q96B77"
"16809","Q6PD21"
"16810","Q6PD21"
"16811","P42565"
"16812","A9ZSY0"
"16813","Q96P44"
"16814","Q5UQ13"
"16815","Q60994"
"16816","Q5UNS9"
"16817","A2AM05"
"16818","Q6NSM8"
"16819","Q8AV98"
"16820","Q9NXG0"
"16821","Q6ZN30"
"16822","Q32SG6"
"16823","Q6ZN30"
"16824","Q6ZN30"
"16825","P30974"
"16826","Q8C8V1"
"16827","Q5RDU9"
"16828","Q90W95"
"16829","Q4R7D3"
"16830","P25789"
"16831","Q5ZIG3"
"16832","Q3UHD6"
"16833","Q3UHD6"
"16834","Q568B7"
"16835","Q8VHR5"
"16836","B1H1Z8"
"16837","B4ZIX8"
"16838","Q8CFI0"
"16839","Q9Y6I4"
"16840","Q9Y6I4"
"16841","Q8C854"
"16842","Q56EB0"
"16843","Q6C5V7"
"16844","Q8C854"
"16845","Q9P2K5"
"16846","Q9QWW1"
"16847","P53762"
"16848","F6P6X0"
"16849","Q5XIS7"
"16850","Q09161"
"16851","Q00657"
"16852","Q8VHY0"
"16853","Q1EG27"
"16854","Q1EG27"
"16855","P41239"
"16856","O01404"
"16857","Q6AZN0"
"16858","Q9UJZ1"
"16859","Q923Y6"
"16860","P0C872"
"16861","Q9UGM3"
"16862","Q92184"
"16863","Q92184"
"16864","A0A2B4RP11"
"16865","Q9H6S0"
"16866","O93529"
"16867","Q9I8C7"
"16868","A8WQK3"
"16869","Q9I8C7"
"16870","Q9I8C7"
"16871","Q05941"
"16872","Q9I8C7"
"16873","O76387"
"16874","Q9VML9"
"16875","P30875"
"16876","Q969F8"
"16877","P32300"
"16878","Q6BD04"
"16879","P35072"
"16880","Q3UKU1"
"16881","P00636"
"16882","Q9CPT4"
"16883","Q1LWH4"
"16884","Q8WXG9"
"16885","Q8WXG9"
"16886","Q8WXG9"
"16887","Q8WXG9"
"16888","Q6JAN0"
"16889","Q9ERE4"
"16890","O62666"
"16891","Q9VML9"
"16892","O15018"
"16893","Q568D2"
"16894","Q7TMV3"
"16895","Q5RFI6"
"16896","D3IUT5"
"16897","Q5F4C0"
"16898","Q5F4C0"
"16899","Q0IHM1"
"16900","Q4V7Q6"
"16901","Q8BGC3"
"16902","Q8BGC3"
"16903","Q8BGC3"
"16904","Q8BGC3"
"16905","P04323"
"16906","Q3MHW6"
"16907","Q8BGC3"
"16908","Q3MHW6"
"16909","Q8BGC3"
"16910","Q9DCN1"
"16911","Q8N6L1"
"16912","Q8IV01"
"16913","Q8TDJ6"
"16914","Q8TDJ6"
"16915","Q09575"
"16916","Q91447"
"16917","A0AVT1"
"16918","Q8C7R4"
"16919","Q5REW7"
"16920","Q5REW7"
"16921","A2ICN5"
"16922","Q80W68"
"16923","Q5R5L7"
"16924","P0DMQ6"
"16925","Q7SZE8"
"16926","F4JTS8"
"16927","F4JTS8"
"16928","F4JTS8"
"16929","F4JTS8"
"16930","A0A1P8ARG1"
"16931","Q32PY6"
"16932","Q9HCG7"
"16933","P20825"
"16934","Q9HCG7"
"16935","Q8R092"
"16936","A5PJA1"
"16937","Q6DIN8"
"16938","Q6IR75"
"16939","Q8AVY1"
"16940","P61025"
"16941","P62313"
"16942","Q00918"
"16943","P20742"
"16944","P28665"
"16945","P28665"
"16946","P28665"
"16947","Q8IZJ3"
"16948","A0A250YGJ5"
"16949","Q68FU5"
"16950","O35857"
"16951","O35857"
"16952","E9PZM4"
"16953","E9PZM4"
"16954","E9PZM4"
"16955","Q2KJG3"
"16956","O43776"
"16957","Q9DEY9"
"16958","Q8UW19"
"16959","P02467"
"16960","Q5UQ13"
"16961","Q5UQ13"
"16962","E9PV86"
"16963","Q3T0K2"
"16964","Q6VAB6"
"16965","Q8AXV1"
"16966","Q5R1T0"
"16967","Q7SZ59"
"16968","Q9BXJ4"
"16969","Q5T6F2"
"16970","Q5T6F2"
"16971","Q96FI4"
"16972","Q96CS2"
"16973","O02833"
"16974","O02833"
"16975","Q9VPF0"
"16976","P35858"
"16977","Q96CD2"
"16978","Q5ZM55"
"16979","Q6DG36"
"16980","Q5ZLF4"
"16981","Q5T7B8"
"16982","Q9U2M7"
"16983","O43181"
"16984","P0CT33"
"16985","Q5RFN0"
"16986","Q9Y4L5"
"16987","Q5IJ48"
"16988","B3EWZ6"
"16989","P10079"
"16990","Q15485"
"16991","Q6AXT8"
"16992","P05995"
"16993","Q63068"
"16994","Q7UZZ9"
"16995","O42115"
"16996","Q9PVY0"
"16997","P12890"
"16998","A5PK71"
"16999","P10731"
"17000","Q9CZV5"
"17001","Q9VWH4"
"17002","Q04592"
"17003","Q5F3W3"
"17004","Q91YK0"
"17005","Q00765"
"17006","Q9Y6V7"
"17007","Q9U4H5"
"17008","A6QNM2"
"17009","A0JMI9"
"17010","Q9UI26"
"17011","Q6SR68"
"17012","Q6PEC1"
"17013","E9Q4S1"
"17014","O95263"
"17015","O00602"
"17016","O60658"
"17017","Q95SX7"
"17018","Q9CUX1"
"17019","P10394"
"17020","P10394"
"17021","Q6AZN6"
"17022","Q8NEB9"
"17023","O02751"
"17024","Q3UXZ6"
"17025","Q6NWG0"
"17026","P08045"
"17027","Q7Z7F0"
"17028","A8E4X8"
"17029","Q9BVS4"
"17030","Q9UBT6"
"17031","Q6VVX2"
"17032","Q1HG43"
"17033","Q1HG43"
"17034","Q8HZK2"
"17035","Q1HG43"
"17036","Q6DF30"
"17037","Q9UQ10"
"17038","Q8CG46"
"17039","Q0ZDF7"
"17040","Q0ZDF7"
"17041","Q0ZDF7"
"17042","Q5F4A1"
"17043","Q0ZDF7"
"17044","Q9MYM7"
"17045","Q9QXF7"
"17046","Q29041"
"17047","O15146"
"17048","Q9TTF0"
"17049","Q9TTF0"
"17050","Q9TTF0"
"17051","Q9TTF0"
"17052","Q6DHG8"
"17053","Q2G1Q2"
"17054","Q24323"
"17055","Q96M27"
"17056","Q96M27"
"17057","Q9D2K4"
"17058","Q15485"
"17059","Q19546"
"17060","Q86VS3"
"17061","Q1LXZ7"
"17062","O60140"
"17063","Q6PD74"
"17064","O43451"
"17065","Q9UJ37"
"17066","Q9NZR2"
"17067","Q75N90"
"17068","Q19673"
"17069","Q1RKN3"
"17070","Q9DBN1"
"17071","Q9DBN1"
"17072","Q6PHE8"
"17073","Q5VW36"
"17074","Q5VW36"
"17075","P82922"
"17076","Q99MY8"
"17077","Q5RDU4"
"17078","Q5RDU4"
"17079","O00566"
"17080","Q6P3J5"
"17081","Q0VCA2"
"17082","Q5T1C6"
"17083","Q8K2C9"
"17084","P30937"
"17085","Q9ZP16"
"17086","Q8VDF3"
"17087","Q9UIK4"
"17088","C6KSS5"
"17089","P53355"
"17090","Q80YE7"
"17091","Q5U2P0"
"17092","Q5QJU3"
"17093","Q9UGJ1"
"17094","P70399"
"17095","P70399"
"17096","Q12888"
"17097","Q96B86"
"17098","Q91YI6"
"17099","Q92900"
"17100","O01727"
"17101","Q16566"
"17102","Q92733"
"17103","Q80W68"
"17104","P10669"
"17105","Q95R48"
"17106","A5D7U4"
"17107","O97742"
"17108","O13262"
"17109","Q9D709"
"17110","Q13972"
"17111","P29119"
"17112","P16519"
"17113","Q4QR88"
"17114","Q8IV33"
"17115","Q9Y6G5"
"17116","Q5R7F5"
"17117","Q92889"
"17118","Q96DM1"
"17119","Q6FSB1"
"17120","Q7M3K2"
"17121","Q9H5L6"
"17122","Q7M3K2"
"17123","Q9H5L6"
"17124","Q91ZU0"
"17125","Q29041"
"17126","Q29042"
"17127","Q9QXF7"
"17128","A8DYE2"
"17129","Q6ZS82"
"17130","Q9UMX0"
"17131","Q6PB70"
"17132","P24524"
"17133","P97772"
"17134","Q14831"
"17135","P24049"
"17136","Q4R7M4"
